0.001	0.856
0.014	0.445
0.027	0.231
0.040	0.120
0.053	0.062
0.067	0.032
0.080	0.017
0.093	0.0087
0.106	0.0045
0.119	0.0024
0.132	0.0012
0.145	0.00063
0.158	0.00033
0.171	0.00017
0.737	0.00016
0.789	0.000093
0.842	0.000055
0.895	0.000033
0.947	0.000019
1.0	0.000011
0.5	0.0
0.0	0.0
