"10, 7.605552673339844e-05, 0, 1520"
"10, 0.020067214965820312, 0, 1520"
"10, 0.025538206100463867, 0, 1520"
"10, 0.03166770935058594, 0, 1520"
"10, 0.03694319725036621, 0, 1520"
"10, 0.043396949768066406, 0, 1520"
"10, 0.0484619140625, 0, 1520"
"10, 0.05450081825256348, 0, 1520"
"10, 0.06080913543701172, 0, 1520"
"10, 0.06736540794372559, 0, 1520"
"10, 0.07337379455566406, 0, 1520"
"10, 0.07964444160461426, 0, 1520"
"10, 0.0847926139831543, 0, 1520"
"10, 0.09104275703430176, 0, 1520"
"10, 0.09648013114929199, 0, 1520"
"10, 0.10262751579284668, 0, 1520"
"10, 0.10790538787841797, 0, 1520"
"10, 0.11397624015808105, 0, 1520"
"10, 0.12141299247741699, 0, 1520"
"10, 0.12656760215759277, 0, 1520"
"10, 0.13259530067443848, 0, 1520"
"10, 0.13785552978515625, 0, 1520"
"10, 0.143904447555542, 0, 1520"
"10, 0.14984536170959473, 0, 1520"
"10, 0.15496206283569336, 0, 1520"
"10, 0.1619417667388916, 0, 1520"
"10, 0.1685318946838379, 0, 1520"
"10, 0.17475652694702148, 0, 1520"
"10, 0.18173623085021973, 0, 1520"
"10, 0.18700194358825684, 0, 1520"
"10, 0.1929759979248047, 0, 1520"
"10, 0.19823575019836426, 0, 1520"
"10, 0.20425724983215332, 0, 1520"
"10, 0.210249662399292, 0, 1520"
"10, 0.21569418907165527, 0, 1520"
"10, 0.22276020050048828, 0, 1520"
"10, 0.22809529304504395, 0, 1520"
"10, 0.23412036895751953, 0, 1520"
"10, 0.24013280868530273, 0, 1520"
"10, 0.24575591087341309, 0, 1520"
"10, 0.2518348693847656, 0, 1520"
"10, 0.25729966163635254, 0, 1520"
"10, 0.2633097171783447, 0, 1520"
"10, 0.2700963020324707, 0, 1520"
"10, 0.2755424976348877, 0, 1520"
"10, 0.2821006774902344, 0, 1520"
"10, 0.2874562740325928, 0, 1520"
"10, 0.2934908866882324, 0, 1520"
"10, 0.29857778549194336, 0, 1520"
"10, 0.3048245906829834, 0, 1520"
"10, 0.31101417541503906, 0, 1520"
"10, 0.3163127899169922, 0, 1520"
"10, 0.32355523109436035, 0, 1520"
"10, 0.3303699493408203, 0, 1520"
"10, 0.3358323574066162, 0, 1520"
"10, 0.34193968772888184, 0, 1520"
"10, 0.34740400314331055, 0, 1520"
"10, 0.35988354682922363, 0, 1520"
"10, 0.36561012268066406, 0, 1520"
"10, 0.37275028228759766, 0, 1520"
"10, 0.3780810832977295, 0, 1520"
"10, 0.3847229480743408, 0, 1520"
"10, 0.3909587860107422, 0, 1520"
"10, 0.39618611335754395, 0, 1520"
"10, 0.4024927616119385, 0, 1520"
"10, 0.40773439407348633, 0, 1520"
"10, 0.4138050079345703, 0, 1520"
"10, 0.41973090171813965, 0, 1520"
"10, 0.42604637145996094, 0, 1520"
"10, 0.4325118064880371, 0, 1520"
"10, 0.437791109085083, 0, 1520"
"10, 0.44388604164123535, 0, 1520"
