0.5	1.0
0.71	1.37
0.92	1.74
1.23	2.11
1.34	2.27
1.6 	2.84
1.76	3.21
1.97	3.58
2.18	3.95
2.39	4.32
2.61	4.68
2.82	5.15
3.23	5.42
3.24	5.79
3.45	6.16
3.76	6.33
3.87	6.89
4.18	7.26
