-4.5	-8.0
-4.31	-7.63
-4.10   	-7.26
-3.87	-6.89
-3.59	-6.53
-3.45	-6.16
-3.24	-5.79
-3.13	-5.42
-2.72	-5.05
-2.68	-4.68
-2.35	-4.32
-2.28	-3.95
-1.99	-3.58
-1.79	-3.21
-1.59	-2.84
-1.39	-2.47
-1.19	-2.11
-0.99	-1.74
-0.79	-1.37
-0.5	-1.0
