-40; 0.00544428825378418;0;-68056
-40; 0.011626005172729492;0;-68056
-40; 0.01899552345275879;0;-68056
-40; 0.02417612075805664;0;-68056
-40; 0.030576705932617188;-8;-68056
-40; 0.035971641540527344;-8;-68056
-40; 0.04212665557861328;-4;-68057
-40; 0.04843854904174805;-15;-68058
-40; 0.05368185043334961;-15;-68058
-40; 0.060361623764038086;-15;-68058
-40; 0.06595230102539062;-77;-68058
-40; 0.07283544540405273;-83;-68060
-40; 0.07915163040161133;-83;-68060
-40; 0.08434414863586426;-86;-68061
-40; 0.09058809280395508;-96;-68062
-40; 0.09617233276367188;-96;-68062
-40; 0.10225296020507812;-122;-68063
-40; 0.1083211898803711;-124;-68064
-40; 0.11387038230895996;-136;-68064
-40; 0.12134718894958496;-139;-68066
-40; 0.12689995765686035;-147;-68067
-40; 0.13315463066101074;-150;-68068
-40; 0.13949918746948242;-160;-68069
-40; 0.14501523971557617;-165;-68071
-40; 0.15851426124572754;-167;-68072
-40; 0.16416001319885254;-167;-68073
-40; 0.17146539688110352;-171;-68074
-40; 0.17705416679382324;-175;-68076
-40; 0.18338370323181152;-180;-68076
-40; 0.18984580039978027;-183;-68078
-40; 0.19529390335083008;-184;-68078
-40; 0.20147490501403809;-183;-68080
-40; 0.20702719688415527;-188;-68081
-40; 0.21304821968078613;-189;-68082
-40; 0.21923089027404785;-195;-68084
-40; 0.22584891319274902;-199;-68084
-40; 0.23192310333251953;-198;-68086
-40; 0.23731279373168945;-200;-68087
-40; 0.2436504364013672;-199;-68088
-40; 0.25016164779663086;-202;-68090
-40; 0.2556121349334717;-204;-68090
-40; 0.2619447708129883;-204;-68092
-40; 0.2673075199127197;-208;-68093
-40; 0.2744910717010498;-208;-68094
-40; 0.2810683250427246;-207;-68096
-40; 0.2863426208496094;-205;-68097
-40; 0.29242849349975586;-206;-68098
-40; 0.2985718250274658;-205;-68100
-40; 0.3043837547302246;-208;-68101
-40; 0.31092286109924316;-208;-68102
-40; 0.3160367012023926;-207;-68103
-40; 0.3233194351196289;-209;-68104
-40; 0.32984042167663574;-209;-68106
-40; 0.33536314964294434;-211;-68108
-40; 0.34154176712036133;-216;-68108
-40; 0.3469083309173584;-216;-68110
-40; 0.3531794548034668;-214;-68111
-40; 0.3596677780151367;-216;-68112
-40; 0.36500072479248047;-217;-68114
-40; 0.3713955879211426;-219;-68116
-40; 0.3783457279205322;-219;-68117
-40; 0.3850228786468506;-219;-68118
-40; 0.391416072845459;-216;-68120
-40; 0.39655303955078125;-215;-68121
-40; 0.4030179977416992;-215;-68122
-40; 0.40920543670654297;-216;-68124
-40; 0.4145846366882324;-213;-68124
-40; 0.4213135242462158;-213;-68126
-40; 0.4278426170349121;-212;-68128
-40; 0.43372368812561035;-213;-68128
-40; 0.4402306079864502;-215;-68130
-40; 0.4454982280731201;-219;-68131
-40; 0.45184946060180664;-218;-68132
-40; 0.45723605155944824;-219;-68134
-40; 0.4635345935821533;-219;-68135
-40; 0.47001051902770996;-220;-68136
-40; 0.4761829376220703;-224;-68138
-40; 0.4825255870819092;-222;-68140
-40; 0.4889335632324219;-221;-68141
-40; 0.4942951202392578;-220;-68142
-40; 0.5008640289306641;-218;-68144
-40; 0.5060038566589355;-218;-68144
-40; 0.5122613906860352;-219;-68146
-40; 0.5183877944946289;-217;-68148
-40; 0.524970531463623;-214;-68148
-40; 0.531395435333252;-215;-68150
-40; 0.536510705947876;-215;-68151
-40; 0.5431830883026123;-218;-68152
-40; 0.5550694465637207;-219;-68155
-40; 0.5616452693939209;-218;-68156
-40; 0.5670042037963867;-220;-68158
-40; 0.573253870010376;-221;-68159
-40; 0.5810794830322266;-224;-68161
-40; 0.5919597148895264;-223;-68163
-40; 0.5973753929138184;-221;-68165
-40; 0.6036267280578613;-220;-68166
-40; 0.6102883815765381;-220;-68168
-40; 0.6156022548675537;-220;-68168
-40; 0.6218113899230957;-219;-68170
-40; 0.6291553974151611;-216;-68172
-40; 0.6343729496002197;-214;-68173
-40; 0.6410386562347412;-214;-68174
-40; 0.6461889743804932;-215;-68176
-40; 0.6524198055267334;-216;-68176
-40; 0.6589899063110352;-219;-68178
-40; 0.6643915176391602;-218;-68180
-40; 0.671133279800415;-219;-68180
-40; 0.6772270202636719;-221;-68182
-40; 0.6833148002624512;-222;-68184
-40; 0.6900734901428223;-223;-68184
-40; 0.6954057216644287;-221;-68186
-40; 0.7015681266784668;-220;-68188
-40; 0.7071413993835449;-221;-68188
-40; 0.7132036685943604;-222;-68190
-40; 0.7199790477752686;-219;-68192
