43.875, 0, 135,  1711553642.13
50.625, 0, 135,  1711553642.1365
55.75, 5, 130,  1711553642.1278
61.275000000000006, 8, 127,  1711553642.1325
66.65, 11, 124,  1711553642.1332
71.225, 16, 119,  1711553642.1366
75.875, 20, 115,  1711553642.1348
80.0, 25, 110,  1711553642.1353
83.55000000000001, 31, 104,  1711553642.1357
86.80000000000001, 37, 98,  1711553642.1365
89.42500000000001, 44, 91,  1711553642.1365
91.375, 52, 83,  1711553642.1339
92.92500000000001, 60, 75,  1711553642.1338
93.42500000000001, 70, 65,  1711553642.1348
93.42500000000001, 80, 55,  1711553642.1352
93.25000000000001, 89, 46,  1711553642.1333
91.97500000000002, 100, 35,  1711553642.1338
88.20000000000003, 117, 18,  1711553642.1226
82.92500000000003, 136, -1,  1711553642.1286
75.07500000000002, 160, -25,  1711553642.1221
63.425000000000026, 192, -57,  1711553642.1287
53.10000000000002, 215, -80,  1711553642.1307
45.52500000000002, 226, -91,  1711553642.1277
33.825000000000024, 248, -113,  1711553642.13
22.65000000000002, 265, -130,  1711553642.1273
10.625000000000021, 282, -147,  1711553642.1317
-0.9499999999999744, 295, -160,  1711553642.1322
-11.874999999999972, 304, -169,  1711553642.1307
-22.924999999999976, 312, -177,  1711553642.1332
-34.04999999999997, 319, -184,  1711553642.1312
-45.199999999999974, 325, -190,  1711553642.1315
-56.324999999999974, 330, -195,  1711553642.13
-67.04999999999997, 333, -198,  1711553642.1335
-77.27499999999998, 334, -199,  1711553642.1299
-87.22499999999997, 334, -199,  1711553642.131
-96.84999999999997, 333, -198,  1711553642.1287
-100, 328, -193,  1711553642.1308
-100, 324, -189,  1711553642.1305
-100, 312, -177,  1711553642.1192
-100, 299, -164,  1711553642.1313
-100, 290, -155,  1711553642.1314
-100, 278, -143,  1711553642.1326
-100, 269, -134,  1711553642.1286
-100, 251, -116,  1711553642.1284
-100, 233, -98,  1711553642.1302
-100, 214, -79,  1711553642.1281
-100, 190, -55,  1711553642.1331
-100, 171, -36,  1711553642.1279
-100, 148, -13,  1711553642.133
-100, 132, 3,  1711553642.1328
-100, 118, 17,  1711553642.1315
-100, 103, 32,  1711553642.1335
-100, 87, 48,  1711553642.1332
-94.19999999999997, 71, 64,  1711553642.1295
-84.17499999999998, 50, 85,  1711553642.1353
-75.37499999999999, 36, 99,  1711553642.1353
-66.19999999999999, 23, 112,  1711553642.1357
-56.374999999999986, 10, 125,  1711553642.1365
-45.574999999999996, -4, 139,  1711553642.1365
-34.724999999999994, -16, 151,  1711553642.1361
-23.275, -28, 163,  1711553642.1355
-11.224999999999994, -40, 175,  1711553642.1357
0.7750000000000057, -50, 185,  1711553642.1365
13.275000000000006, -60, 195,  1711553642.1275
27.575000000000003, -74, 209,  1711553642.1364
40.300000000000004, -81, 216,  1711553642.1366
53.375, -88, 223,  1711553642.135
66.15, -93, 228,  1711553642.1355
79.175, -98, 233,  1711553642.1356
92.125, -102, 237,  1711553642.1364
100, -104, 239,  1711553642.1366
100, -106, 241,  1711553642.136
100, -108, 243,  1711553642.1357
100, -108, 243,  1711553642.1357
100, -107, 242,  1711553642.1357
100, -106, 241,  1711553642.1367
100, -103, 238,  1711553642.1362
100, -100, 235,  1711553642.1356
100, -96, 231,  1711553642.1358
100, -92, 227,  1711553642.1366
100, -86, 221,  1711553642.1366
100, -82, 217,  1711553642.1362
100, -76, 211,  1711553642.1352
100, -68, 203,  1711553642.1356
100, -60, 195,  1711553642.1358
100, -52, 187,  1711553642.1368
100, -43, 178,  1711553642.1366
100, -35, 170,  1711553642.1356
100, -23, 158,  1711553642.1353
100, -12, 147,  1711553642.1355
100, 0, 135,  1711553642.1366
100, 11, 124,  1711553642.1366
100, 21, 114,  1711553642.1367
100, 34, 101,  1711553642.1346
100, 47, 88,  1711553642.1356
100, 60, 75,  1711553642.1358
100, 74, 61,  1711553642.1366
100, 87, 48,  1711553642.1366
100, 98, 37,  1711553642.1362
100, 112, 23,  1711553642.1351
100, 127, 8,  1711553642.1357
100, 141, -6,  1711553642.1357
100, 156, -21,  1711553642.1362
100, 170, -35,  1711553642.1366
100, 182, -47,  1711553642.1365
100, 198, -63,  1711553642.1355
100, 212, -77,  1711553642.1356
100, 227, -92,  1711553642.1358
100, 242, -107,  1711553642.1366
100, 258, -123,  1711553642.1366
100, 270, -135,  1711553642.1352
100, 288, -153,  1711553642.1316
100, 303, -168,  1711553642.1324
100, 324, -189,  1711553642.1234
100, 347, -212,  1711553642.131
100, 362, -227,  1711553642.1327
100, 378, -243,  1711553642.1355
100, 393, -258,  1711553642.1357
84.1499999999999, 409, -274,  1711553642.1358
65.57499999999992, 424, -289,  1711553642.1365
46.89999999999992, 437, -302,  1711553642.1361
26.274999999999906, 454, -319,  1711553642.1346
5.449999999999903, 469, -334,  1711553642.1354
-15.47500000000008, 482, -347,  1711553642.1365
-36.725000000000094, 494, -359,  1711553642.1354
-58.25000000000009, 505, -370,  1711553642.1362
-80.00000000000009, 515, -380,  1711553642.1351
-100, 524, -389,  1711553642.1357
-100, 531, -396,  1711553642.1368
-100, 538, -403,  1711553642.1366
-100, 546, -411,  1711553642.1366
-100, 550, -415,  1711553642.1366
-100, 553, -418,  1711553642.1367
-100, 556, -421,  1711553642.1355
-100, 558, -423,  1711553642.1356
-100, 558, -423,  1711553642.1357
-100, 558, -423,  1711553642.1368
-100, 558, -423,  1711553642.1366
-100, 557, -422,  1711553642.1364
-100, 555, -420,  1711553642.1353
-100, 553, -418,  1711553642.1356
-100, 550, -415,  1711553642.1357
