0.0, 0.0
0.02, 0.0
0.05, 0.0
0.09, 0.01
0.14, 0.03
0.18, 0.06
0.23, 0.09
0.27, 0.12
0.31, 0.15
0.35, 0.19
0.39, 0.22
0.42, 0.26
0.46, 0.3
0.49, 0.34
0.52, 0.37
0.54, 0.41
0.57, 0.44
0.59, 0.48
0.62, 0.51
0.64, 0.53
0.66, 0.56
0.68, 0.59
0.7, 0.61
0.72, 0.63
0.73, 0.65
0.75, 0.67
0.76, 0.69
0.77, 0.71
0.79, 0.72
0.8, 0.74
0.81, 0.76
0.82, 0.77
0.83, 0.78
0.84, 0.79
0.85, 0.81
0.86, 0.82
0.87, 0.83
0.87, 0.84
0.88, 0.85
0.89, 0.86
0.89, 0.86
0.9, 0.87
0.91, 0.88
0.91, 0.89
0.92, 0.89
0.92, 0.9
0.93, 0.9
0.93, 0.91
0.93, 0.92
0.94, 0.92
0.94, 0.92
0.94, 0.93
0.95, 0.93
0.95, 0.94
0.95, 0.94
0.96, 0.94
0.96, 0.95
0.96, 0.95
0.96, 0.95
0.97, 0.96
0.97, 0.96
0.97, 0.96
0.97, 0.96
0.97, 0.96
0.97, 0.97
0.98, 0.97
0.98, 0.97
0.98, 0.97
0.98, 0.97
0.98, 0.98
0.98, 0.98
0.98, 0.98
0.98, 0.98
0.98, 0.98
0.99, 0.98
0.99, 0.98
0.99, 0.98
0.99, 0.98
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
0.99, 0.99
1.0, 0.99
1.0, 0.99
1.0, 0.99
1.0, 0.99
1.0, 0.99
1.0, 1.0
1.0, 1.0
1.0, 1.0
1.0, 1.0
1.0, 1.0
1.0, 1.0
1.0, 1.0
1.0, 1.0
0.99, 1.01
0.99, 1.03
0.99, 1.03
0.99, 1.03
0.99, 1.03
0.99, 1.03
0.99, 1.03
0.99, 1.03
0.99, 1.02
0.97, 0.99
0.95, 0.97
0.95, 0.97
0.95, 0.97
0.95, 0.97
0.95, 0.97
0.95, 0.97
0.95, 0.97
0.95, 0.98
0.94, 1.01
0.93, 1.02
0.93, 1.02
0.93, 1.02
0.93, 1.02
0.93, 1.02
0.93, 1.02
0.93, 1.02
0.92, 1.01
0.91, 0.99
0.9, 0.97
0.9, 0.97
0.9, 0.97
0.9, 0.97
0.9, 0.97
0.9, 0.97
0.9, 0.97
0.9, 0.98
0.88, 1.01
0.87, 1.02
0.87, 1.02
0.87, 1.02
0.87, 1.02
0.87, 1.02
0.87, 1.02
0.87, 1.02
0.87, 1.01
0.86, 0.99
0.85, 0.97
0.85, 0.97
0.85, 0.97
0.85, 0.97
0.85, 0.97
0.85, 0.97
0.85, 0.97
0.84, 0.98
0.83, 1.0
0.82, 1.02
0.82, 1.02
0.82, 1.02
0.82, 1.02
0.82, 1.02
0.82, 1.02
0.82, 1.02
0.82, 1.01
0.81, 0.99
0.8, 0.97
0.8, 0.97
0.8, 0.97
0.8, 0.97
0.8, 0.97
0.8, 0.97
0.8, 0.97
0.8, 0.98
0.79, 1.0
0.77, 1.02
0.77, 1.02
0.77, 1.02
0.77, 1.02
0.77, 1.02
0.77, 1.02
0.77, 1.02
0.77, 1.01
0.76, 0.99
0.75, 0.98
0.75, 0.98
0.75, 0.98
0.75, 0.98
0.75, 0.98
0.75, 0.98
0.75, 0.98
0.75, 0.98
0.74, 1.0
0.73, 1.02
0.73, 1.02
0.73, 1.02
0.73, 1.02
0.73, 1.02
0.73, 1.02
0.73, 1.02
0.73, 1.01
0.72, 0.99
0.71, 0.98
0.71, 0.98
0.71, 0.98
0.71, 0.98
0.71, 0.98
0.71, 0.98
0.71, 0.98
0.71, 0.98
0.7, 1.0
0.69, 1.02
0.69, 1.02
0.69, 1.02
0.69, 1.02
0.69, 1.02
0.69, 1.02
0.69, 1.02
0.69, 1.01
0.68, 0.99
0.67, 0.98
0.67, 0.98
0.67, 0.98
0.67, 0.98
0.67, 0.98
0.67, 0.98
0.67, 0.98
0.67, 0.98
0.66, 1.0
0.66, 1.01
0.66, 1.01
0.66, 1.01
0.66, 1.01
0.66, 1.01
0.66, 1.01
0.66, 1.01
0.66, 1.01
0.65, 0.99
0.64, 0.98
0.64, 0.98
0.64, 0.98
0.64, 0.98
0.64, 0.98
0.64, 0.98
0.64, 0.98
0.64, 0.98
0.63, 1.0
0.62, 1.01
0.62, 1.01
0.62, 1.01
0.62, 1.01
0.62, 1.01
0.62, 1.01
0.62, 1.01
0.62, 1.01
0.61, 0.99
0.6, 0.98
0.6, 0.98
0.6, 0.98
0.6, 0.98
0.6, 0.98
0.6, 0.98
0.6, 0.98
0.6, 0.98
0.6, 1.0
0.57, 1.03
0.55, 1.04
0.55, 1.04
0.55, 1.04
0.55, 1.04
0.55, 1.04
0.55, 1.04
0.55, 1.04
0.55, 1.04
0.54, 1.03
0.51, 1.0
0.47, 0.98
0.44, 0.97
0.44, 0.97
0.44, 0.97
0.44, 0.97
0.44, 0.97
0.44, 0.97
0.44, 0.97
0.44, 0.97
0.44, 0.98
0.41, 1.0
0.4, 1.01
0.4, 1.01
0.4, 1.01
0.4, 1.01
0.4, 1.01
0.4, 1.01
0.4, 1.01
0.4, 1.01
0.39, 1.0
0.37, 0.98
0.35, 0.97
0.35, 0.97
0.35, 0.97
0.35, 0.97
0.35, 0.97
0.35, 0.97
0.35, 0.97
0.35, 0.97
0.35, 0.98
0.33, 1.0
0.31, 1.01
0.31, 1.01
0.31, 1.01
0.31, 1.01
0.31, 1.01
0.31, 1.01
0.31, 1.01
0.31, 1.01
0.31, 1.0
0.29, 0.99
0.28, 0.98
0.28, 0.98
0.28, 0.98
0.28, 0.98
0.28, 0.98
0.28, 0.98
0.28, 0.98
0.28, 0.98
0.27, 0.98
0.26, 1.0
0.22, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.19, 1.02
0.18, 1.01
0.14, 0.99
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.12, 0.98
0.11, 1.0
0.07, 1.01
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.05, 1.02
0.04, 1.01
0.01, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.02, 0.99
-0.03, 1.0
-0.06, 1.01
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.02
-0.08, 1.01
-0.11, 1.0
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.13, 0.99
-0.14, 1.0
-0.16, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.18, 1.01
-0.19, 1.01
-0.21, 1.0
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 0.99
-0.23, 1.0
-0.25, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.27, 1.01
-0.29, 1.0
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 0.99
-0.31, 1.0
-0.33, 1.0
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.35, 1.01
-0.37, 1.0
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 0.99
-0.38, 1.0
-0.4, 1.0
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.41, 1.01
-0.43, 1.0
-0.46, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.47, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 1.0
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.48, 0.99
-0.49, 1.0
-0.5, 1.0
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.52, 1.01
-0.53, 1.0
-0.55, 1.0
-0.57, 1.0
-0.58, 1.0
-0.59, 1.0
-0.59, 1.0
-0.59, 1.0
-0.59, 1.0
-0.59, 1.0
