40.5	0	135	  0.0048
40.5	0	135	  0.0171
40.5	0	135	  0.0268
40.5	0	135	  0.0317
40.5	0	135	  0.0374
40.199999999999996	1	134	  0.0423
39.9	2	133	  0.0482
39.6	3	132	  0.059
38.699999999999996	6	129	  0.0679
38.1	8	127	  0.0801
37.5	10	125	  0.0932
36.6	13	122	  0.1021
35.699999999999996	16	119	  0.1142
34.5	20	115	  0.1269
33.3	24	111	  0.1392
32.4	27	108	  0.148
31.май	30	105	  0.1597
30.299999999999997	34	101	  0.1728
29.апр	37	98	  0.1813
28.799999999999997	39	96	  0.1871
28.фев	41	94	  0.1919
27.сен	42	93	  0.1975
27.мар	44	91	  0.2023
26.июл	46	89	  0.2082
26.099999999999998	48	87	  0.2132
25.фев	51	84	  0.2236
23.июл	56	79	  0.235
22.авг	59	76	  0.2462
22.май	60	75	  0.2513
21.сен	62	73	  0.2573
21.мар	64	71	  0.2622
20.июл	66	69	  0.2681
20.099999999999998	68	67	  0.273
19.авг	69	66	  0.2788
19.фев	71	64	  0.2846
18.599999999999998	73	62	  0.2903
18.мар	74	61	  0.2953
17.июл	76	59	  0.3011
17.099999999999998	78	57	  0.3069
17.099999999999998	78	57	  0.3116
16.май	80	55	  0.3173
15.899999999999999	82	53	  0.3222
15.299999999999999	84	51	  0.3281
14.399999999999999	87	48	  0.3409
14.янв	88	47	  0.3467
13.799999999999999	89	46	  0.3515
13.май	90	45	  0.3573
12.сен	92	43	  0.3628
12.299999999999999	94	41	  0.3689
12.299999999999999	94	41	  0.3735
11.июл	96	39	  0.3793
11.апр	97	38	  0.3851
11.янв	98	37	  0.3907
10.май	100	35	  0.3958
10.май	100	35	  0.4011
09.сен	102	33	  0.4069
09.сен	102	33	  0.4116
9.299999999999999	104	31	  0.4173
9.0	105	30	  0.4223
08.июл	106	29	  0.4282
08.апр	107	28	  0.4339
08.янв	108	27	  0.4397
08.янв	108	27	  0.4446
07.май	110	25	  0.4501
07.май	110	25	  0.4551
7.199999999999999	111	24	  0.4607
6.8999999999999995	112	23	  0.4658
6.8999999999999995	112	23	  0.4712
06.июн	113	22	  0.477
06.мар	114	21	  0.4819
6.0	115	20	  0.4888
05.июл	116	19	  0.4934
05.июл	116	19	  0.4992
05.июл	116	19	  0.5038
5.3999999999999995	117	18	  0.5095
05.янв	118	17	  0.5143
05.янв	118	17	  0.52
04.авг	119	16	  0.525
04.май	120	15	  0.5312
04.май	120	15	  0.538
04.май	120	15	  0.5429
04.фев	121	14	  0.5489
03.сен	122	13	  0.5535
03.сен	122	13	  0.5593
03.сен	122	13	  0.564
03.сен	122	13	  0.5697
3.5999999999999996	123	12	  0.5747
03.мар	124	11	  0.5801
03.мар	124	11	  0.5867
03.мар	124	11	  0.5914
03.мар	124	11	  0.5971
03.мар	124	11	  0.6021
3.0	125	10	  0.6079
3.0	125	10	  0.6127
2.6999999999999997	126	9	  0.6183
2.6999999999999997	126	9	  0.6233
2.6999999999999997	126	9	  0.6291
2.6999999999999997	126	9	  0.6338
2.6999999999999997	126	9	  0.6403
2.6999999999999997	126	9	  0.6453
2.6999999999999997	126	9	  0.6509
2.6999999999999997	126	9	  0.6567
02.апр	127	8	  0.6616
02.апр	127	8	  0.6673
02.апр	127	8	  0.6721
02.апр	127	8	  0.6781
02.янв	128	7	  0.6829
02.янв	128	7	  0.6894
02.янв	128	7	  0.6941
02.янв	128	7	  0.6998
02.янв	128	7	  0.7048
02.янв	128	7	  0.7102
02.янв	128	7	  0.7152
02.янв	128	7	  0.721
02.янв	128	7	  0.7268
02.янв	128	7	  0.7361
02.янв	128	7	  0.7438
02.янв	128	7	  0.7497
02.янв	128	7	  0.7547
02.янв	128	7	  0.7602
02.янв	128	7	  0.7652
02.янв	128	7	  0.771
02.янв	128	7	  0.7768
02.янв	128	7	  0.7816
02.янв	128	7	  0.7873
02.янв	128	7	  0.7932
02.янв	128	7	  0.7989
02.янв	128	7	  0.8036
02.янв	128	7	  0.8095
02.янв	128	7	  0.8143
02.янв	128	7	  0.8199
02.янв	128	7	  0.8249
02.янв	128	7	  0.8303
02.янв	128	7	  0.8353
02.янв	128	7	  0.8421
02.янв	128	7	  0.8479
02.янв	128	7	  0.8527
02.янв	128	7	  0.8583
02.янв	128	7	  0.8633
02.янв	128	7	  0.8691
02.янв	128	7	  0.8748
02.янв	128	7	  0.8802
02.янв	128	7	  0.8852
02.янв	128	7	  0.8916
02.янв	128	7	  0.8973
02.янв	128	7	  0.9023
02.янв	128	7	  0.9082
02.янв	128	7	  0.9131
02.янв	128	7	  0.9189
02.янв	128	7	  0.9235
02.янв	128	7	  0.9293
02.янв	128	7	  0.934
02.янв	128	7	  0.9398
02.янв	128	7	  0.9458
02.янв	128	7	  0.9511
02.янв	128	7	  0.9568
02.янв	128	7	  0.9616
02.янв	128	7	  0.9674
02.янв	128	7	  0.9722
02.янв	128	7	  0.979
02.янв	128	7	  0.9836
02.янв	128	7	  0.9895
02.янв	128	7	  0.9952
02.янв	128	7	  1.001
02.янв	128	7	  1.0067
02.янв	128	7	  1.0116
02.янв	128	7	  1.0172
02.янв	128	7	  1.0223
02.янв	128	7	  1.0282
02.янв	128	7	  1.0331
02.янв	128	7	  1.0389
02.янв	128	7	  1.0443
02.янв	128	7	  1.0499
02.янв	128	7	  1.0549
02.янв	128	7	  1.0603
02.янв	128	7	  1.0653
02.янв	128	7	  1.0711
02.янв	128	7	  1.0769
02.янв	128	7	  1.0816
02.янв	128	7	  1.0873
02.янв	128	7	  1.0922
02.янв	128	7	  1.099
02.янв	128	7	  1.1036
02.янв	128	7	  1.1093
02.янв	128	7	  1.114
02.янв	128	7	  1.1197
02.янв	128	7	  1.1247
02.янв	128	7	  1.1301
02.янв	128	7	  1.1417
02.янв	128	7	  1.1489
02.янв	128	7	  1.1537
02.янв	128	7	  1.16
02.янв	128	7	  1.165
02.янв	128	7	  1.1708
02.янв	128	7	  1.1762
02.янв	128	7	  1.1811
02.янв	128	7	  1.1868
02.янв	128	7	  1.1915
02.янв	128	7	  1.1987
02.янв	128	7	  1.2034
02.янв	128	7	  1.2091
02.янв	128	7	  1.2137
02.янв	128	7	  1.2194
02.янв	128	7	  1.2241
02.янв	128	7	  1.2298
02.янв	128	7	  1.2347
02.янв	128	7	  1.2401
02.янв	128	7	  1.2468
02.янв	128	7	  1.2514
02.янв	128	7	  1.2571
02.янв	128	7	  1.2621
02.янв	128	7	  1.2678
02.янв	128	7	  1.2727
02.янв	128	7	  1.2783
02.янв	128	7	  1.2832
02.янв	128	7	  1.289
02.янв	128	7	  1.2936
02.янв	128	7	  1.3
02.янв	128	7	  1.305
02.янв	128	7	  1.3106
02.янв	128	7	  1.3158
02.янв	128	7	  1.3212
02.янв	128	7	  1.3269
02.янв	128	7	  1.3317
02.янв	128	7	  1.3374
02.янв	128	7	  1.3422
02.янв	128	7	  1.3491
02.янв	128	7	  1.3537
02.янв	128	7	  1.3594
02.янв	128	7	  1.3641
02.янв	128	7	  1.3698
02.янв	128	7	  1.3747
02.янв	128	7	  1.3803
02.янв	128	7	  1.3852
02.янв	128	7	  1.3909
02.янв	128	7	  1.3964
02.янв	128	7	  1.4022
02.янв	128	7	  1.408
02.янв	128	7	  1.4128
02.янв	128	7	  1.4187
02.янв	128	7	  1.4233
02.янв	128	7	  1.4291
02.янв	128	7	  1.4337
02.янв	128	7	  1.4396
02.янв	128	7	  1.4443
02.янв	128	7	  1.4509
02.янв	128	7	  1.4566
02.янв	128	7	  1.4614
02.янв	128	7	  1.4672
02.янв	128	7	  1.4719
02.янв	128	7	  1.4774
02.янв	128	7	  1.4822
02.янв	128	7	  1.4881
02.янв	128	7	  1.4929
02.янв	128	7	  1.4989
02.янв	128	7	  1.5046
02.янв	128	7	  1.51
02.янв	128	7	  1.515
02.янв	128	7	  1.5206
02.янв	128	7	  1.5253
02.янв	128	7	  1.531
02.янв	128	7	  1.5426
02.янв	128	7	  1.5487
02.янв	128	7	  1.5542
02.янв	128	7	  1.5602
02.янв	128	7	  1.5651
02.янв	128	7	  1.5709
02.янв	128	7	  1.5766
02.янв	128	7	  1.5812
02.янв	128	7	  1.587
02.янв	128	7	  1.5919
02.янв	128	7	  1.5975
02.янв	128	7	  1.6034
02.янв	128	7	  1.6091
02.янв	128	7	  1.6137
02.янв	128	7	  1.6196
02.янв	128	7	  1.6246
02.янв	128	7	  1.63
02.янв	128	7	  1.635
02.янв	128	7	  1.6404
