50, 0,  135
50, 0,  135
50, 0,  135
50, 0,  135
50, 0,  135
50, 1,  134
50, 1,  134
50, 2,  133
50, 2,  133
50, 3,  132
50, 4,  131
50, 4,  131
50, 5,  130
50, 6,  129
50, 7,  128
50, 8,  127
50, 9,  126
50, 10,  125
50, 10,  125
50, 12,  123
50, 13,  122
50, 14,  121
50, 15,  120
50, 16,  119
50, 18,  117
50, 19,  116
50, 20,  115
50, 21,  114
50, 23,  112
50, 24,  111
50, 25,  110
50, 26,  109
50, 28,  107
50, 29,  106
50, 31,  104
50, 32,  103
50, 33,  102
50, 35,  100
50, 36,  99
50, 37,  98
50, 38,  97
50, 40,  95
50, 41,  94
50, 43,  92
50, 44,  91
50, 45,  90
50, 46,  89
50, 48,  87
50, 50,  85
50, 51,  84
50, 52,  83
50, 54,  81
50, 55,  80
50, 56,  79
50, 58,  77
50, 59,  76
50, 60,  75
50, 65,  70
50, 66,  69
50, 67,  68
50, 68,  67
50, 70,  65
50, 72,  63
50, 73,  62
50, 74,  61
50, 76,  59
50, 78,  57
50, 79,  56
50, 80,  55
50, 81,  54
50, 83,  52
50, 84,  51
50, 86,  49
50, 87,  48
50, 89,  46
50, 90,  45
50, 92,  43
50, 93,  42
50, 94,  41
50, 97,  38
50, 98,  37
50, 100,  35
50, 102,  33
50, 103,  32
50, 105,  30
50, 106,  29
50, 107,  28
50, 108,  27
50, 110,  25
50, 112,  23
50, 113,  22
50, 114,  21
50, 116,  19
50, 117,  18
50, 118,  17
50, 120,  15
50, 121,  14
50, 123,  12
50, 124,  11
50, 126,  9
50, 127,  8
50, 129,  6
50, 130,  5
50, 131,  4
50, 132,  3
50, 134,  1
-50, 136,  -1
-50, 138,  -3
-50, 138,  -3
-50, 140,  -5
-50, 140,  -5
-50, 141,  -6
-50, 142,  -7
-50, 142,  -7
-50, 142,  -7
-50, 142,  -7
-50, 142,  -7
-50, 142,  -7
-50, 142,  -7
-50, 141,  -6
-50, 140,  -5
-50, 140,  -5
-50, 139,  -4
-50, 139,  -4
-50, 138,  -3
-50, 137,  -2
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 132,  3
50, 132,  3
50, 132,  3
50, 131,  4
50, 131,  4
50, 131,  4
50, 131,  4
50, 132,  3
50, 132,  3
50, 132,  3
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 133,  2
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 133,  2
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 133,  2
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 132,  3
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 138,  -3
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
0, 135,  0
0, 135,  0
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 137,  -2
-50, 136,  -1
-50, 136,  -1
-50, 136,  -1
0, 135,  0
0, 135,  0
50, 134,  1
50, 134,  1
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 133,  2
50, 134,  1
50, 134,  1
50, 134,  1
0, 135,  0
-50, 136,  -1
-50, 136,  -1
